肥猫不支持移动宽带1,#genre#
CCTV5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV6,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225814/index.m3u8
CCTV7,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225671/index.m3u8
CCTV7,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225795/index.m3u8
CCTV8,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV10,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225677/index.m3u8
CCTV12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV12,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225669/index.m3u8
CCTV14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV14,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225674/index.m3u8
河北卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000487/index.m3u8?fmmv6
宁夏卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000309/index.m3u8?fmmv6
厦门卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?fmmv6
青海卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000320/index.m3u8?fmmv6
新疆卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000316/index.m3u8?fmmv6
第一财经,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226966/index.m3u8
安徽卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
安徽卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225925/index.m3u8
北京卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225931/index.m3u8
北京卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东方卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
东方卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225942/index.m3u8
东南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226038/index.m3u8
东南卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225950/index.m3u8
广东卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225966/index.m3u8
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226030/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225974/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
海南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225978/index.m3u8
河北卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225961/index.m3u8
河北卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225991/index.m3u8
河南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226023/index.m3u8
河南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225988/index.m3u8
河南卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225985/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226006/index.m3u8
湖北卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225975/index.m3u8
湖北卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226015/index.m3u8
湖南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226000/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226013/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225981/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225938/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225929/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江西卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225935/index.m3u8
江西卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
山东卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225952/index.m3u8
山东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山西卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226009/index.m3u8
陕西卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225989/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225997/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225943/index.m3u8
四川卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225970/index.m3u8
四川卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225972/index.m3u8
天津卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
浙江卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
浙江卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225959/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225963/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
安徽卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001298/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
安徽卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001283/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
安徽卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001346/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
北京卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001335/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
东方卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001336/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001337/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

IPV6线路2,#genre#

凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]:80/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb1d]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
翡翠台,http://r.jdshipin.com/qClQf
翡翠台.备用,http://r.jdshipin.com/qrfbg
翡翠台.备用,http://r.jdshipin.com/62WM7
明珠台,http://r.jdshipin.com/ZQ4kN
香港卫视.576,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
第一财经,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226966/1.m3u8






蜀小果,#genre#

凤凰中文,http://8.218.49.207:9999/小果.php?id=test1_4000&Cf.m3u8
凤凰资讯,http://8.218.49.207:9999/小果.php?id=test2_4000&Cf.m3u8
超高清电影4K,http://8.218.49.207:9999/小果.php?id=emdy4k_8000&Cf.m3u8
CCTV-4K超清,http://8.218.49.207:9999/小果.php?id=ys4Kcq_2000&Cf.m3u8
CCTV-1 综合,http://8.218.49.207:9999/小果.php?id=CCTV-1H265_4000&Cf.m3u8
CCTV-2 财经,http://8.218.49.207:9999/小果.php?id=CCTV-2H265_4000&Cf.m3u8
CCTV-3 综艺,http://8.218.49.207:9999/小果.php?id=CCTV-3H265_4000&Cf.m3u8
CCTV-4 国际,http://8.218.49.207:9999/小果.php?id=CCTV-4H265_4000&Cf.m3u8
CCTV-5 体育,http://8.218.49.207:9999/小果.php?id=CCTV-5H265_4000&Cf.m3u8
CCTV-5+赛事,http://8.218.49.207:9999/小果.php?id=CCTV-5plusH265_4000&Cf.m3u8
CCTV-6 电影,http://8.218.49.207:9999/小果.php?id=CCTV-6H265_4000&Cf.m3u8
CCTV-7 国防,http://8.218.49.207:9999/小果.php?id=CCTV-7H265_4000&Cf.m3u8
CCTV-8 电视,http://8.218.49.207:9999/小果.php?id=CCTV-8H265_4000&Cf.m3u8
CCTV-9 纪录,http://8.218.49.207:9999/小果.php?id=CCTV-9H265_4000&Cf.m3u8
CCTV-10 科教,http://8.218.49.207:9999/小果.php?id=CCTV-10H265_4000&Cf.m3u8
CCTV-11 戏曲,http://8.218.49.207:9999/小果.php?id=CCTV-11-H265_4000&Cf.m3u8
CCTV-12 社会,http://8.218.49.207:9999/小果.php?id=CCTV-12H265_4000&Cf.m3u8
CCTV-13 新闻,http://8.218.49.207:9999/小果.php?id=CCTV-xw_4000&Cf.m3u8
四川卫视,http://8.218.49.207:9999/小果.php?id=scwsH265_4000&Cf.m3u8
重庆卫视,http://8.218.49.207:9999/小果.php?id=cqwsH265_4000&Cf.m3u8
安徽卫视,http://8.218.49.207:9999/小果.php?id=ahwsH265_4000&Cf.m3u8
北京卫视,http://8.218.49.207:9999/小果.php?id=bjwsH265_4000&Cf.m3u8
兵团卫视,http://8.218.49.207:9999/小果.php?id=btws_4000&Cf.m3u8
东方卫视,http://8.218.49.207:9999/小果.php?id=dfwsH265_4000&Cf.m3u8
东南卫视,http://8.218.49.207:9999/小果.php?id=dnwsfjwsH265_4000&Cf.m3u8
甘肃卫视,http://8.218.49.207:9999/小果.php?id=gsws_4000&Cf.m3u8
广东卫视,http://8.218.49.207:9999/小果.php?id=gdwsH265_4000&Cf.m3u8
广西卫视,http://8.218.49.207:9999/小果.php?id=gxws_4000&Cf.m3u8
贵州卫视,http://8.218.49.207:9999/小果.php?id=gzwsH265_4000&Cf.m3u8
海南卫视,http://8.218.49.207:9999/小果.php?id=hnws_4000&Cf.m3u8
河南卫视,http://8.218.49.207:9999/小果.php?id=hnws35_4000&Cf.m3u8
湖北卫视,http://8.218.49.207:9999/小果.php?id=hbwsH265_4000&Cf.m3u8
湖南卫视,http://8.218.49.207:9999/小果.php?id=hnwsH265_4000&Cf.m3u8
吉林卫视,http://8.218.49.207:9999/小果.php?id=jlwsH265_4000&Cf.m3u8
江苏卫视,http://8.218.49.207:9999/小果.php?id=jswsH265_4000&Cf.m3u8
江西卫视,http://8.218.49.207:9999/小果.php?id=jxwsH265_4000&Cf.m3u8
康巴卫视,http://8.218.49.207:9999/小果.php?id=kbwsH264_2000&Cf.m3u8
辽宁卫视,http://8.218.49.207:9999/小果.php?id=lnwsHDH264_4000&Cf.m3u8
山东卫视,http://8.218.49.207:9999/小果.php?id=sdwsH265_4000&Cf.m3u8
山西卫视,http://8.218.49.207:9999/小果.php?id=sxws42_4000&Cf.m3u8
陕西卫视,http://8.218.49.207:9999/小果.php?id=sxws_4000&Cf.m3u8
深圳卫视,http://8.218.49.207:9999/小果.php?id=szwsH265_4000&Cf.m3u8
天津卫视,http://8.218.49.207:9999/小果.php?id=tjwsH265_4000&Cf.m3u8
西藏卫视,http://8.218.49.207:9999/小果.php?id=xzwsH264_2000&Cf.m3u8
云南卫视,http://8.218.49.207:9999/小果.php?id=ynws_4000&Cf.m3u8
浙江卫视,http://8.218.49.207:9999/小果.php?id=zjwsH265_4000&Cf.m3u8
内蒙古卫视,http://8.218.49.207:9999/小果.php?id=nmgws_4000&Cf.m3u8
黑龙江卫视,http://8.218.49.207:9999/小果.php?id=hljwsH265_4000&Cf.m3u8


重庆有线,#genre#


CCTV-1综合,http://117.59.89.164/__cl/cg:live/__c/cctv1HD/__op/default/__f/index.m3u8
CCTV-2财*,http://117.59.89.164/__cl/cg:live/__c/cctv2HD/__op/default/__f/index.m3u8
CCTV-3综艺,http://117.59.89.164/__cl/cg:live/__c/cctv3HD/__op/default/__f/index.m3u8
CCTV-4国际,http://117.59.89.164/__cl/cg:live/__c/cctv4HD/__op/default/__f/index.m3u8
CCTV-5体育,http://117.59.89.164/__cl/cg:live/__c/cctv5HD/__op/default/__f/index.m3u8
CCTV-5+赛事,http://117.59.89.164/__cl/cg:live/__c/cctv5SportHD/__op/default/__f/index.m3u8
CCTV-6电影,http://117.59.89.164/__cl/cg:live/__c/cctv6HD/__op/default/__f/index.m3u8
CCTV-7军事,http://117.59.89.164/__cl/cg:live/__c/cctv7HD/__op/default/__f/index.m3u8
CCTV-8电视剧,http://117.59.89.164/__cl/cg:live/__c/cctv8HD/__op/default/__f/index.m3u8
CCTV-9记录,http://117.59.89.164/__cl/cg:live/__c/cctv9HD/__op/default/__f/index.m3u8
CCTV-10科教,http://117.59.89.164/__cl/cg:live/__c/cctv10HD/__op/default/__f/index.m3u8
CCTV-11戏曲,http://117.59.89.164/__cl/cg:live/__c/cctv11HD/__op/default/__f/index.m3u8
CCTV-12社会,http://117.59.89.164/__cl/cg:live/__c/cctv12HD/__op/default/__f/index.m3u8
CCTV-13新闻,http://117.59.89.164/__cl/cg:live/__c/CCTVNewsHD/__op/default/__f/index.m3u8
CCTV-14少儿,http://117.59.89.164/__cl/cg:live/__c/cctvseHD/__op/default/__f/index.m3u8
CCTV-15音乐,http://117.59.89.164/__cl/cg:live/__c/cctv15HD/__op/default/__f/index.m3u8
东南卫视,http://117.59.89.164/__cl/cg:live/__c/dongnanHD/__op/default/__f/index.m3u8
东方卫视,http://117.59.89.164/__cl/cg:live/__c/shanghaiHD/__op/default/__f/index.m3u8
云南卫视,http://117.59.89.164/__cl/cg:live/__c/yunnanSD/__op/default/__f/index.m3u8
北京卫视,http://117.59.89.164/__cl/cg:live/__c/beijingHD/__op/default/__f/index.m3u8
吉林卫视,http://117.59.89.164/__cl/cg:live/__c/jilinHD/__op/default/__f/index.m3u8
四川卫视,http://117.59.89.164/__cl/cg:live/__c/sichuanHD/__op/default/__f/index.m3u8
天津卫视,http://117.59.89.164/__cl/cg:live/__c/tianjinHD/__op/default/__f/index.m3u8
宁夏卫视,http://117.59.89.164/__cl/cg:live/__c/ningxia/__op/default/__f/index.m3u8
安徽卫视,http://117.59.89.164/__cl/cg:live/__c/anhuiSD/__op/default/__f/index.m3u8
山西卫视,http://117.59.89.164/__cl/cg:live/__c/shanxiSD/__op/default/__f/index.m3u8
广东卫视,http://117.59.89.164/__cl/cg:live/__c/guangdongHD/__op/default/__f/index.m3u8
广西卫视,http://117.59.89.164/__cl/cg:live/__c/guangxiHD/__op/default/__f/index.m3u8
新疆卫视,http://117.59.89.164/__cl/cg:live/__c/xinjiangSD/__op/default/__f/index.m3u8
江苏卫视,http://117.59.89.164/__cl/cg:live/__c/jiangsuHD/__op/default/__f/index.m3u8
江西卫视,http://117.59.89.164/__cl/cg:live/__c/jiangxiHD/__op/default/__f/index.m3u8
河北卫视,http://117.59.89.164/__cl/cg:live/__c/hebeiSD/__op/default/__f/index.m3u8
河南卫视,http://117.59.89.164/__cl/cg:live/__c/henanHD/__op/default/__f/index.m3u8
浙江卫视,http://117.59.89.164/__cl/cg:live/__c/zhejiangHD/__op/default/__f/index.m3u8
海南卫视,http://117.59.89.164/__cl/cg:live/__c/hainanSD/__op/default/__f/index.m3u8
深圳卫视,http://117.59.89.164/__cl/cg:live/__c/shenzhenHD/__op/default/__f/index.m3u8
湖北卫视,http://117.59.89.164/__cl/cg:live/__c/hubeiSD/__op/default/__f/index.m3u8
湖南卫视,http://117.59.89.164/__cl/cg:live/__c/hunanHD/__op/default/__f/index.m3u8
西藏卫视,http://117.59.89.164/__cl/cg:live/__c/xizangSD/__op/default/__f/index.m3u8
贵州卫视,http://117.59.89.164/__cl/cg:live/__c/guizhouHD/__op/default/__f/index.m3u8
辽宁卫视,http://117.59.89.164/__cl/cg:live/__c/liaoningHD/__op/default/__f/index.m3u8
重庆卫视,http://117.59.89.164/__cl/cg:live/__c/chongqingHD/__op/default/__f/index.m3u8
青海卫视,http://117.59.89.164/__cl/cg:live/__c/qinghaiSD/__op/default/__f/index.m3u8
黑龙江卫视,http://117.59.89.164/__cl/cg:live/__c/heilongjiangHD/__op/default/__f/index.m3u8



百视通BesTV,#genre#

CCTV-1,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv1hd8m/8000000/mnf.m3u8
CCTV-2,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv2hd8m/8000000/mnf.m3u8
CCTV-3,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv38m/8000000/mnf.m3u8
CCTV-4,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv4hd8m/8000000/mnf.m3u8
CCTV-5,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv5hd8m/8000000/mnf.m3u8
CCTV-5+,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv5phd8m/8000000/mnf.m3u8
CCTV-6,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv6hd8m/8000000/mnf.m3u8
CCTV-7,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv7hd8m/8000000/mnf.m3u8
CCTV-8,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv8hd8m/8000000/mnf.m3u8
CCTV-9,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv9hd8m/8000000/mnf.m3u8
CCTV-10,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv10hd8m/8000000/mnf.m3u8
CCTV-11,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv11hd8m/8000000/mnf.m3u8
CCTV-12,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv12hd8m/8000000/mnf.m3u8
CCTV-13,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv13xwhd8m/8000000/mnf.m3u8
CCTV-14,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctvsehd8m/8000000/mnf.m3u8
CCTV-15,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv15hd8m/8000000/mnf.m3u8
CCTV-16,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv16hd8m/8000000/mnf.m3u8
CCTV-17,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv17hd8m/8000000/mnf.m3u8
CCTV-4K,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv4k/15000000/mnf.m3u8
CCTV-16 4K,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv16hd4k/15000000/mnf.m3u8
东方财经,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/dfcjhd8m/8000000/mnf.m3u8
第一财经,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/dycjhd8m/8000000/mnf.m3u8
东南卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/dnwshd8m/8000000/mnf.m3u8
东方卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/dfwshd8m/8000000/mnf.m3u8
北京卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/bjwshd8m/8000000/mnf.m3u8
天津卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/tjwshd8m/8000000/mnf.m3u8
安徽卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/ahwshd8m/8000000/mnf.m3u8
山东卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/sdws8m/8000000/mnf.m3u8
广东卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/gdwshd8m/8000000/mnf.m3u8
江苏卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/jswshd8m/8000000/mnf.m3u8
浙江卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/zjwshd8m/8000000/mnf.m3u8
辽宁卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/lnwshd8m/8000000/mnf.m3u8
深圳卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/szwshd8m/8000000/mnf.m3u8
河北卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/hbwshd8m/8000000/mnf.m3u8
云南卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/ynwshd8m/8000000/mnf.m3u8
河南卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/hnwshd8m/8000000/mnf.m3u8
贵州卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/gzwshd8m/8000000/mnf.m3u8
吉林卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/jlwshd8m/8000000/mnf.m3u8
广西卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/gxwshd8m/8000000/mnf.m3u8
甘肃卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/gswshd8m/8000000/mnf.m3u8
海南卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/hainanwshd8m/8000000/mnf.m3u8
湖南卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/hunanwshd8m/8000000/mnf.m3u8
湖北卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/hubeiws8m/8000000/mnf.m3u8
四川卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/scws8m/8000000/mnf.m3u8
重庆卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cqws8m/8000000/mnf.m3u8
三沙卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/sswshd8m/8000000/mnf.m3u8
黑龙江卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/hljwshd8m/8000000/mnf.m3u8





📡  央视频道,#genre#

CCTV1,rtsp://115.153.233.154/PLTV/88888888/224/3221225699/iptv8040.smil
CCTV2,rtsp://115.153.233.154/PLTV/88888888/224/3221226825/59814584.smil
CCTV3,rtsp://115.153.233.154/PLTV/88888888/224/3221226930/65406412.smil
CCTV4,rtsp://115.153.233.154/PLTV/88888888/224/3221226838/59814684.smil
CCTV5,rtsp://115.153.233.154/PLTV/88888888/224/3221226852/63329574.smil
CCTV5,rtsp://115.153.212.72/PLTV/88888888/224/3221226907/65396401.smil
CCTV5+,rtsp://115.153.233.154/PLTV/88888888/224/3221226976/85722488.smil
CCTV5,https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8
CCTV5+,https://node1.olelive.com:6443/live/CCTV5PHD/hls.m3u8
CCTV6,rtsp://115.153.233.154/PLTV/88888888/224/3221226909/65396493.smil
CCTV7,rtsp://115.153.233.154/PLTV/88888888/224/3221226827/59814693.smil
CCTV8,rtsp://115.153.233.154/PLTV/88888888/224/3221226911/65406606.smil
CCTV9,rtsp://115.153.233.154/PLTV/88888888/224/3221226840/59814699.smil
CCTV10,rtsp://115.153.233.154/PLTV/88888888/224/3221226630/51813372.smil
CCTV11,rtsp://115.153.233.154/PLTV/88888888/224/3221226986/85722616.smil
CCTV12,rtsp://115.153.233.154/PLTV/88888888/224/3221226829/59814709.smil
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13,rtsp://115.153.233.154/PLTV/88888888/224/3221227037/87447722.smil
CCTV15,rtsp://115.153.233.154/PLTV/88888888/224/3221226988/85722541.smil
CCTV17,rtsp://115.153.233.154/PLTV/88888888/224/3221226846/61397282.smil

CCTV1,rtsp://115.153.212.72/PLTV/88888888/224/3221225699/iptv8040.smil
CCTV2,rtsp://115.153.212.72/PLTV/88888888/224/3221226825/59814584.smil
CCTV3,rtsp://115.153.212.72/PLTV/88888888/224/3221226841/63329606.smil
CCTV4,rtsp://115.153.212.72/PLTV/88888888/224/3221226838/59814684.smil
CCTV5,http://222.76.104.71:4022/udp/239.61.4.118:1025
CCTV5+,http://222.76.104.71:4022/udp/239.61.5.58:1025
CCTV6,rtsp://115.153.212.72/PLTV/88888888/224/3221226843/63329570.smil
CCTV7,rtsp://115.153.212.72/PLTV/88888888/224/3221226827/59814693.smil
CCTV8,rtsp://115.153.212.72/PLTV/88888888/224/3221226854/63329578.smil
CCTV9,rtsp://115.153.212.72/PLTV/88888888/224/3221226840/59814699.smil
CCTV10,rtsp://115.153.212.72/PLTV/88888888/224/3221226630/51813372.smil
CCTV11,rtsp://115.153.212.72/PLTV/88888888/224/3221226986/85722616.smil
CCTV12,rtsp://115.153.212.72/PLTV/88888888/224/3221226829/59814709.smil
CCTV13,rtsp://115.153.212.72/PLTV/88888888/224/3221227037/87447722.smil
CCTV15,rtsp://115.153.212.72/PLTV/88888888/224/3221226988/85722541.smil
CCTV17,rtsp://115.153.212.72/PLTV/88888888/224/3221226846/61397282.smil



CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8
CCTV2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
